,Item (Texto),GravedadMode
57,"¿Cómo podría entenderse que los jóvenes sin oportunidades de estudio pudieran salir a oponerse a una reforma tributaria, cuando la misma incluía matrícula cero en las instituciones de educación superior públicas para los estudiantes de los estratos 1, 2 y 3? ¿Qué motivó a los menores de 28 años que buscan su primer trabajo, a salir a gritar a las calles, desconociendo la validez de la institucionalidad y del Estado, cuando lo que se pretendía era que todos los que pagamos impuestos, subsidiáramos sus prestaciones sociales para que fuera más económico contratarlos y así disminuir su desempleo? La respuesta es una sola, sólo se le ocurre a quienes nada de lo que está pasando con esta pandemia les afecta en sus condiciones de vida, a quienes tienen garantizado su trabajo y a quienes no les importa la sostenibilidad de sus empresas. Sí, son esos populistas quienes dicen defender y representar los intereses de los más necesitados, pero a quienes el Estado, el Gobierno y las empresas, les garantizan seguir con su vida alejada de la realidad que hoy vive el país.",0
58,"Agente del CTI habría sido asesinado por linchamiento en Cali. Una acción criminal y despiadada quedó en video cuando varios delincuentes lincharon a un funcionario de la Fiscalía a quien acusaron de disparar en contra de manifestantes en la ciudad de Cali. Se trata de un agente del Cuerpo Técnico de Investigaciones (CTI) que fue linchado en la calle y a la vista de decenas de personas, que se quedaron mirando cómo mataban a patadas al funcionario en un aparente caso de justicia por propia mano.",3
59,"La cuenta de cobro que les pasó a las pequeñas empresas los 51 días de paro en Colombia: Estudio de Acopi revela que la protesta les pasó factura por ausentismo laboral, cierre de puntos de venta, retrasos en los pagos y, suspensión en la producción, entre otros. Mientras que aún sigue latente la amenaza de un nuevo estallido social, cuyo detonante sería que el Congreso de la República no apruebe los proyectos y peticiones que están en capilla, las pequeñas, micro y medianas empresas (mipymes) que son la mayor parte del tejido empresarial del país, empiezan a medir los efectos de los 51 días de paro nacional que se registraron en el primer semestre del año.",1
60,"Durante las últimas horas se hizo viral un video en el que se le ve a un hombre pegándole correazos a su hijo por estar dentro de una manifestación en el sector de Yomasa, en el suroriente de la capital. En el video se ve cómo, aparentemente, el joven es capturado por los agentes de Policía del Esmad; segundos después llega su padre a “ rescatarlo ”, pero la respuesta del padre fue sorpresiva. En vez de ‘ darle una mano ’, decidió literalmente pegarlo correazos a su hijo por su accionar en las calles y no tuvo en cuenta las miradas de todos los que se encontraban en el lugar.",0
61,"El Comité del Paro Nacional de Colombia rechazó este lunes el decreto del Gobierno colombiano de Iván Duque el cual excluye los bloqueos durante las protestas pacíficas y, según ha denunciado la sociedad civil, los criminaliza.",1
62,"El dolor en Colombia comienza a salir y eso les asusta a las élites tradicionales; ven en peligro sus privilegios construidos sobre la opresión de la mayoría. Las castas sienten que la ciudadanía se estremece y se indigna al ver sus extravagantes privilegios, sus grandes haciendas, sus cuentas multimillonarias, sus avionetas llenas de cocaína. Expresar el dolor es una forma de alivianar y reconocernos en los otros, es un impulso para juntarnos y abrir nuevos caminos.",2
63,"Una de las consecuencias políticas que deja el paro es que, efectivamente, validó la protesta social como un mecanismo para lograr cambios en el nación, estado diamante armonía con analistas",0
64,"Colombia: la CIDH inicia la verificación de los abusos de DD. HH. en el marco de las protestas. Los investigadores y analistas de DeJusticia emitieron algunas recomendaciones que la CIDH podría trasladarle al Gobierno de Duque, orientadas a garantizar los derechos y libertades de los colombianos a protestar de forma pacífica, promover un diálogo con todos los sectores de la sociedad civil, pero también para escuchar a las voces de las víctimas y brindarles un reconocimiento que todavía no se ha dado desde la institucionalidad.",3
65,"En materia de hechos que atentan contra la integridad física y moral de los periodistas, el informe detalla 73 agresiones físicas, 38 amenazas, 16 obstrucciones, 13 casos de robo o eliminación de material periodístico, 12 acciones arbitrarias en redes sociales, 10 hostigamientos, 9 detenciones ilegales, 7 negativas de acceso a la información, 5 daños a la infraestructura, 3 ciberataques a páginas web, 4 exclusiones, 4 casos de espionaje o invasión y 2 estigmatizaciones.",3
66,"Los desmanes de la jornada de protesta terminaron afectando la libertad de prensa en el país. SEMANA y RCN vivieron actos de vandalismo. La directora de SEMANA, la periodista Vicky Dávila, relató que un grupo de vándalos llegó a la instalaciones y atentó contra el edificio donde opera el grupo editorial, pero también otras empresas. “Este ataque no es contra RCN ni SEMANA, es contra la prensa. Es fruto del odio de políticos y colegas. Ojalá esto no termine en una fatalidad contra un periodista de cualquiera de los dos medios. Políticos que tienen aspiraciones presidenciales que promueven el odio. Rechazamos rotundamente estos ataques”, dijo. RCN también se pronunció. “Desde Noticias RCN y NTN24 rechazamos el ataque sufrido en contra de las instalaciones del Canal RCN promovido y ejecutado por un grupo de violentos que ocurrió hoy a las 3 de la tarde y que dejó daños materiales y puso en riesgo la integridad de periodistas y trabajadores”, escribió el canal. Por su parte, su director, José Manuel Acevedo calificó el hecho como “un ataque en contra de la libertad de prensa y expresión”.",2
67,"“Aunque los medios colombianos continúan absteniéndose de informar sobre la represión arbitraria y las violaciones sistemáticas por parte de las fuerzas del orden, muchas organizaciones de defensa de los derechos humanos han denunciado incansablemente la situación. Incluso la población colombiana, a través de las redes sociales, continúa día tras día exponiendo los hechos de extrema violencia a manos de la policía y del ejército”, señaló la Asamblea en un documento publicado en junio.",3
68,"A pesar de que el comité del paro ha encabezado muchas de las protestas, no representa a grupos juveniles o indígenas que también han organizado marchas y montado barricadas en ciudades como Cali y la capital, Bogotá. Estos grupos negocian actualmente por separado con las autoridades municipales.",0
69,"Pudimos establecer varios hechos. Al menos un policía vestido de civil disparó ese día. Aunque el general Rodríguez aseguró que los agentes fueron atacados con disparos de una multitud, las heridas de dos de ellos no fueron por proyectiles, sino por armas traumáticas que disparan bolas de goma. En efecto los policías no estaban uniformados; iban sin chalecos reflectivos y sin gorras con el logo de la institución. La afirmación de Luis Carlos Vélez es falsa, pues no se trató de “videos fabricados”.",3
70,"Como tuerca las mejores batallas de rap, apareció un joven integrante de la Policía Nacional de Colombia para amenizar una tarde, donde centenares de personas se reunían para cumplir una jornada más del Paro Nacional en la ciudad de Medellín. El video fue publicado en la cuenta oficial de la Oficial de Medellín donde se puede ver un centenar de personas haciendo un círculo en un parque del barrio Santa Lucía de la capital antioqueña, donde se puede ver aluminio agente cantando hip - hop acompañado de los jóvenes que disfrutaron sus rimas y las aplaudieron.",0
71,"Las movilizaciones sociales en contra del Gobierno de Iván Duque Márquez completaron dos meses de continuidad, desde que se inauguró el paro nacional el pasado 28 de abril en Colombia. Pese a que las protestas decrecieron en concurrencia e intensidad y aún no tienen un desenlace, marcaron un hito en cuanto a las luchas sociales en el país.",1
72,"El ministro de justicia colombiano, Wilson Ruiz Orejuela, ha defendido este martes la actuación policial durante las protestas que han tenido lugar en el país desde el pasado
mes de abril contra el gobierno del presidente, Iván Duque, y ha descartado cualquier paralelismo con Chile, especialmente ante la posibilidad de que se produzca una reforma constitucional.",1
73,"Y el despliegue de fuerza, ante la mirada de algunos policías cómplices, hizo que los manifestantes sintieran que su ‘enemigo’ se encontraba más cerca de lo pensado. Cuando intentaron responder el 28 de mayo, fueron recibidos a bala. La policía anunció acciones contra los agentes “permisivos”.",2
74,"¿Sin empatía con las víctimas? El asesinato del joven Santiago Murillo en Ibagué (centro del país) el 1° de mayo, probablemente a manos de un agente de la fuerza antimotines ESMAD, como lo confirmó este mismo 19 de mayo la fiscalía, es un caso que conmueve, y aterra al país apunta Gaviria, quien está convencido de que si ""Iván Duque hubiera reconocido ese letal error, le hubiera pedido disculpas a la familia del joven y hubiera rechazado contundentemente el uso desmedido de la fuerza, no hubieran muerto tantos jóvenes”. Por último, el rector de la Universidad de Los Andes considera que más allá de los problemas sociales y económicos que tiene el país, ahora, en medio de la protesta, lo fundamental es ""el rechazo a la violencia en todo sentido, y especialmente el rechazo - expreso y convincente - del Gobierno de Colombia a la violencia estatal”.",3
