,Item (Texto),GravedadMode,SesgoMode
277,"""El desgaste en el gobierno nacional, a la espera de la fatiga y la Zozobra por la escasez debido a los bloqueos y el vandalismo, abrieron la posibilidad de encontrar un enemigo claro: protesta. Además, también hubo grupos ilegales que las autoridades estuvieranRelacionados con la guerrilla, un enemigo cerca de la izquierda "", explica.",1,1
278,"Y el despliegue de fuerza, a la vista de algunos cómplices, hizo que los manifestantes sentían que su ""enemigo"" estaba más cerca que el pensamiento. Cuando intentaron responder el 28 de mayo, se recibieron a la bala. La policía anunció acciones contra ""Permisiva""Agentes.",2,0
279,"En su turno, el analista político Julián Peña enfatiza que todos los gobernantes deben propensar constitucionalmente para el orden público y la seguridad de la ciudadanía, incluidos aquellos que han tenido una postura de apoyo y diálogo con los manifestantes "". Varios alcaldes dedicados a hacer política, maltratamiento.La fuerza pública, porque era popular. Ahora se sienten tumbas entre sus propuestas y sus obligaciones constitucionales "", dice.",1,1
280,"El desempleo nacional ha dejado un saldo de 21 víctimas mortales confirmadas relacionadas con las demostraciones. Esta es una cifra terrible que se debe agregar que de más de 2,000 hechos heridos, hechos que agregaron presión adicional a un sistema hospitalario ya conectado por el pico deLa pandemia. En un país como el nuestro, donde el valor de la vida siempre ha sido relativo, regresando a los momentos en que la ideología de alguien era una lápida en su espalda es muy triste. El desempleo acordó la polarización hasta los puntos antes de que se vea antes de que se vea la polarización.",3,0
281,"Una de las consecuencias políticas dejadas por desempleo es que, de hecho, la protesta social validada como mecanismo para lograr cambios en el país, según los analistas.",0,0
282,"Sí, no hay nada tan importante como la vida. Pero para que esto se desarrolle, el progreso es necesario. La pandemia, entre otras cosas, nos enseñó el valor infinito de nuestro tejido empresarial, el empleo y la infraestructura pública adecuada. Todo lo anterior era blanco deLos manifestantes, que se dedicaron a colapsar la economía del país como un mecanismo de presión. Para la administración del Ministerio de Finanzas, las pérdidas ascienden a 10.3 billones de pesos. En la otra mano, el Andi garantiza que el 84% de las compañías declararon sentirse afectado poruna parada que pone más de 800,000 empleos en cheque",2,1
283,"El desempleo nacional logró arrojar luz sobre la fractura social que vivimos. La gente se dividió en dos lados que hicieron una intolerancia enferma en ocasión, como cuando le preguntaron al boicot de las empresas por opiniones personales de su CEO o justificó la muerte de un bebé dentro deAmbulancia paralizada por los bloqueos.",3,1
284,"Sin embargo, las circunstancias del orden público han sido protagonistas, especialmente en el sureste del país y en otras regiones donde se han registrado diferentes actos de violencia y obstrucciones. Funciona con esto, la coca enfatizó que ""con los bloqueos que todos perdimos, campesinos., los comerciantes, los empleados, los empresarios, los estudiantes y los jóvenes, pero aquellos que finalmente pierden son los mismos actores sociales y el Comité Nacional de Desempleo. Estos enturban sus sólo pretensiones "".",2,1
285,"Tengo la impresión de que los colombianos están aún más polarizados que a principios del año y que la concordia social, por lo que, en ocasiones, en los que necesitamos una reactivación económica con el esfuerzo de todos, puede desaparecer sin remediar. Muchos leen esta situación como una clara indicación deEl brote social, aunque la escasa capacidad en las manifestaciones niega esa percepción. Más que una explosión, sufrimos una fractura social.",1,0
286,"La manifestación se concentró a las 10 en punto de la mañana en el puente del sur, en el sur de Medellín. De ahí comenzó, también por el sur a la estación de Itagüí de la metro. Sala 4:30 de la tarde, la situación.Salió de control cuando, según las quejas y videos en las redes sociales, los manifestantes comenzaron a generar daños a algunas estructuras.",2,0
287,"Las autoridades podrían establecer la identidad de la persona que pertenezca la cabeza encontrada dentro de una bolsa en el Corregimiento de Aguaclara, la zona rural de Tuluá, el centro del valle del Cauca. Es un joven llamado Santiago Ochoa.as, es conocido, laEl joven era parte de la llamada primera línea de resistencia de ese municipio. El crimen ha consternado a los habitantes de esa área del país. Dicen que Santiago salió por las horas de la mañana en una bicicleta y más tarde, supuestamente fue capturada porEl escuadrón anti-tisturbano móvil (ESMAD).",3,-1
288,"Los manifestantes se agruparon en el sector de la calle 30 con Avenida Colvalar, cayó junto al bulevar del barrio de Simón Bolívar, generando pánico y terror a lo largo de su viaje para llegar a la siguiente área de la antigua escuela de la policía de Antonio Nariño. Siempre que se enfrentó a la ESMAD.y lanzó bombas Molotov contra la antigua sede.",2,0
289,"El Comité Nacional Colombiano rechazó este lunes el decreto del gobierno colombiano de Ivan Duke, que excluye los bloqueos durante las protestas pacíficas y, según la sociedad civil, criminalizándolos.",1,0
290,"El gobierno de Ivan Duque modificó el viernes pasado el decreto para limitar la definición de protesta pacífica, con la cual, a partir de ahora, los bloques de las pistas dejan de ser una forma de protestas, por lo que el ""uso de la fuerza"" por las fuerzas de seguridad.",2,0
291,"Durante su dirección inaugural de la 47ª sesión del Consejo de Derechos Humanos de las Naciones Unidas (CDHNU) en la ciudad suiza de Ginebra, el Alto Comisionado de las Naciones Unidas para los Derechos Humanos, Michelle Bachelet, ha asegurado este lunes que su oficina ha expresado ""seria preocupación""por las acusaciones de ""violaciones graves"" de los derechos humanos cometidos por las fuerzas de seguridad durante las protestas antigubernamentales en Colombia.",0,-1
292,"Bachelet ha ofrecido un equilibrio a las víctimas de la represión militar en Colombia que afirman que a partir del 28 de abril -Decha en la que comenzó las movilizaciones, hasta el 16 de junio, su oficina ha registrado 56 muertes, incluidos 54 civiles y dos policías, así como 49 víctimas potenciales.de violencia sexual.",3,0
293,"Por lo tanto, ha instado a las autoridades colombianas a realizar investigaciones ""inmediatas, efectivas e independientes"" en referencia a las violaciones de los derechos humanos y los abusos cometidos desde el 28 de abril y, como resultado, a los responsables se rindieron.",1,0
294,"El Muffin Nacional, Social, Popular y Comunitario de Popayán (Capital de la Cauca, Sudwest Colombia) denunció el lunes, a través de una declaración, el rechazo del diálogo por la Oficina del Fiscal y la Criminalización de la Protesta.",1,0
295,"La tarde de este jueves 17 de junio, Cali vivió un nuevo día de protestas donde se registraron los problemas de orden público. Un autobús del sistema de transporte MIO, que cubrió la ruta P27, fue quemada por encapuchada en la calle 70 con la carrera 1, en el camino.que se comunica a la ciudad de Cali con el municipio de Palmira. El vehículo de transporte público se atravesó en la carretera.",2,0
296,"El objetivo de las organizaciones sociales, indígenas y campesinas que conforman el Minga fue consolidar las garantías de la vida y los derechos humanos de los ciudadanos e instalar la tabla de diálogo técnico.",0,0
297,"A través de los mensajes recibidos por las redes sociales y las llamadas telefónicas, Gustavo Orozco, uno de los promotores de la Marcha del silencio que solicitó en Cali por el cese de la violencia fuera del desempleo nacional, recibió las amenazas de muerte nuevamente.",2,0
298,"Miembros del Comité Nacional de comparación, un grupo compuesto por sindicatos y organizaciones estudiantiles, señaladas en la conferencia de prensa que suspenderán las marchas que se habían llevado a cabo cada semana para evitar la muerte de más manifestantes a manos de la policía.y también para reduzca los contagios de coronavirus en el país, que registra un número récord de muertes relacionadas con la enfermedad.",1,0
299,"Las protestas han dejado pérdidas por 3,000 millones de dólares, según el Ministerio de Finanzas, porque los Broadbloops han impedido que las fábricas reciban materia prima y evitadas la exportación de productos como el café y la caña de azúcar.",1,1
300,"Aunque el Comité de Desempleo ha encabezado muchas de las protestas, no representa a grupos juveniles o indígenas que también han organizado marchas y reunidos barricadas en ciudades como Cali y la capital, Bogotá. Estos grupos negocian actualmente por separado con las autoridades municipales.",0,0
301,"El viceministro de Protección de la Salud y Social, Luis Alexander Moscoso, dijo a Snail Radio que Caldas se enfrenta a la cuarta pima de la pandemia por COVID-19 debido a las aglomeraciones que se registraron en las marchas y las protestas, en las que no se salvó de la bioseguridad.protocolo.",1,1
302,"Un panorama de que la propia fundación indicada ha transcurrido en medio de estigmatizaciones y agresiones por parte de los miembros de la fuerza pública y bajo un total silencio del gobierno y las autoridades. Después de que los disturbios y demostraciones se redujeron en la última vez, el Defensor del Pueblo anunció queAvanzará un día de recepción de quejas y quejas abiertas a periodistas y reporteros gráficos que fueron víctimas de agresiones y restricciones a su oficina en el marco de THESTP, comenzó el 28 de abril.",1,-1
303,"En términos de hechos que intentan contra la integridad física y moral de los periodistas, el informe detalla las 73 agresiones físicas, 38 amenazas, 16 obstrucciones, 13 casos de robo o eliminación del material periodístico, 12 acciones arbitrarias en redes sociales, 10 hostigamientos, arrestos 9illegales., 7 Acceso negativo a la información, 5 daños a la infraestructura, 3 ataques cibernéticos en páginas web, 4 exclusiones, 4 casos de espionaje o invasión y 2 estigmatizaciones.",3,0
304,"Fecha del 11 de junio, se envió un mensaje de la cancillería a algunos ciudadanos que viven en otros países. En esta carta, el vicepresidente señala que a pesar de estar en el exterior, pueden mostrar que Colombia ""es una nación que nos emociona porqueHa surgido a pesar de muchas dificultades y divisiones, donde la exclusión y la desigualdad han sido el origen de muchos de los problemas que incluso hoy nos afligen "".",0,1
305,Se registraron fuertes perturbaciones el miércoles en el norte de Popayán en el desarrollo de un nuevo día de demostraciones del desempleo nacional. Se informan a las personas lesionadas.,2,0
306,"En algunas áreas de la capital, la plantación continúa siendo presentada, así como los hechos de violencia y enfrentamientos entre los manifestantes y la fuerza pública. Ese fue el caso de la noche del martes y el amanecer el miércoles, cuando Cristian David Castillo resultó gravemente herido en su cabeza., mientras que en la Avenida Ciudad de Cali, a la altura de la avenida, en medio de los disturbios que se presentaban en su lugar. Vaste los intentos de salvar su vida, murió cuando fue trasladado en una ambulancia a un centro médico, producto.De una huelga cardiorrespiratoria generada por un golpe con un objeto enérgico, según la Secretaría del Gobierno.",3,0
307,"En las últimas horas, un video de una clase virtual se convirtió en viral. El hecho ocurrió en la escuela de La Merced, de Cali, Valle del Cauca, y muestra el momento en que el padre de un estudiante afirma al profesor por, según él, ""adoctrinamiento sobre el desempleo nacional"". El maestro pidió a sus alumnos que reflejen. ""Te invito a eso, junto con sus familias, no permanezcan en la inmediatez de situaciones, pero hacemos el esfuerzo de proyectarnos en la historia y en el futuro, y podemos analizar y reflexionar"", dijo Hombre. Y nombró a los peajes del país que se quemaron en las últimas semanas: ""Mira que los peajes, hace años, en diferentes regiones del país, provienen de personas que se quejan. Nada justifica la violencia, pero hay factores sociales que explican por qué Las personas se vuelven violentas. ""En la pantalla compartida por el maestro, había un dibujo con la frase 'para que se detenga para avanzar. Segundos después, uno de los padres de un estudiante habló. ""No creo que sea una reunión de estudiantes, la verdad, tienen 45 días sin clases para que vengas a darles una especie de adoctrinamiento"", dijo Hombre. Le advirtió que estaba grabando la clase y dijo que parecía una ""falta de respeto con los niños"". El padre de la familia denuncia que el profesor de arte, la misericordia de Cali, durante las clases, es indoctrinando a los niños sobre el desempleo nacional.",3,0
308,"En un barrio del sur de Cali, civiles armados con pistolas y rifles para disparar a algunos manifestantes, con la policía a su lado. Argumentan que querían cuidar sus ""bienes"" de la ira popular. Después de 50 días de protestas, la clase odio fueDescubierto en la tercera ciudad más importante del país de Colombia y se unió a los problemas de la desigualdad y el racismo .Escobar fue uno de los que sacaron su pistola. Dice que hizo ""algunos disparos en el aire"" con una pistola automática, en los más sangrientos.Día de la llamada Llegada Nacional, que dejó 13 muertos en la ciudad.",3,0
309,"Dos meses posteriores al inicio del desempleo nacional, las protestas y bloqueos se han reducido en su intensidad. Con las tablas de diálogo instaladas en las principales ciudades del país, los acuerdos entre gobiernos y manifestantes han comenzado a alcanzar buenos puertos. AsDe conmemoración de estos 62 días hoy, se programan una serie de marchas en algunas ciudades como Medellín y Cali.",1,0
310,"El dolor en Colombia comienza a irse y eso les asusta a las élites tradicionales; ven en peligro sus privilegios construidos sobre la opresión de la mayoría. Las castas sienten que los estrechadores de la ciudadanía y se detiene al ver sus privilegios extravagantes, sus grandes haciendas, su multi-Millones de billetes de un millón de dólares, sus aviones llenos de cocaína. El dolor expresando es una forma de aliviar y reconocernos en otros, es un impulso para unirse y abrir nuevos caminos.",2,-1
311,"En la noche de este lunes, 28 de junio, cuando se cumplieron dos meses del desempleo nacional, cuyos líderes anunciaron una suspensión de movilizaciones a mediados de junio, se presentaron disturbios en Bogotá y otros puntos del país. Aunque en varias ciudades hayFueron manifestaciones pacíficas, en otras, el día fue borroso por actos de violencia y vandalismo que se extendía hasta la noche.",1,0
312,"Cuando se cumplieron dos meses desde el inicio del arresto nacional en Colombia, en Bogotá, se vivieron los hechos de la violencia y el vandalismo que dejaron daños al sistema de transporte público de la ciudad, lesionados y capturados.",3,0
313,"Por esta razón, el alcalde de Cali, Jorge Ivan Ospina, dijo que la llegada nacional estimuló una actividad delictiva en algunas áreas de la ciudad, que debe resolverse con los miembros del Fiscal General de la Nación y la Policía.",3,0
314,"Organizaciones no gubernamentales (ONG) Indepaz y Tremmers denuncian el lunes que durante los dos meses de desempleo nacional en Colombia, que se ha desarrollado bajo el ""uso excesivo de la violencia por la fuerza pública"", se han cometido 75 asesinatos.",3,-1
315,"Los oficiales del ejército de la Reserva Activa del Curso Militar ""Coronel Antonio Arredondo"" expresaron su preocupación el jueves por la situación de que el país se debe actualmente al desempleo nacional. Cording al Grupo de Oficiales, Colombia
 está ""delante de una amenaza que atenta contra la integridad del estado,
Democracia e instituciones, al mismo tiempo que afecta al
Estructura productiva y empresarial del país "".",0,1
316,"Este lunes Colombia cumplió dos meses de movilizaciones por desempleo nacional. Las manifestaciones de la semana estaban marcadas por una nueva rerogación de la violencia. Después de la protesta del 29 de junio contra la brutalidad policial en Bogotá, tres oficiales han sido suspendidos por agredir físicamente a dos periodistas y unEl joven civil. En la otra mano, en Bogotá, el intento no se pudo instalar la tabla de diálogos con los representantes de la primera llamada.",2,0
317,"El último monitoreo de riesgos y prevención de la afectación de los derechos humanos en Colombia del JEP destaca la ""aparición de las prácticas de autodefensa y paramilitarianismo para asustar a las personas involucradas en la protesta social"". La entidad informó que tienen evidencias del surgimiento de los ""grupos deLos civiles armados ""en al menos 27 ciudades realizan 56 acciones violentas entre el 28 de abril y el 30 de mayo.",3,0
318,"""Aunque los medios de comunicación colombianos se abstienen de informar sobre la represión arbitraria y las violaciones sistemáticas por la policía, muchas organizaciones de defensa de los derechos humanos han denunciado incansablemente la situación. Incluso la población colombiana, a través de las redes sociales, continúa día tras día exponiendo los hechos de la violencia extrema enLas manos de la policía y el ejército "", dijo la asamblea en un documento publicado en junio.",3,0
319,"La razón es que Gómez admitió que los jóvenes que se llaman a sí mismos como la 'primera línea' son grupos muy dispersos y no tienen líderes definidos. Incluso si se llaman 'primera línea', bajo esa denominación hay muchos grupos, algunosMás beligerantes, hay violentos. Hay otras personas que son personas muy estructuradas que buscan el diálogo "", dijo el funcionario en Radio de caracol.",0,0
320,"Las movilizaciones sociales contra el Gobierno de Ivan Duque Márquez completaron dos meses de continuidad, ya que se abrió el desempleo nacional el 28 de abril en Colombia. Aunque las protestas disminuyeron en concurrencia e intensidad y aún no tienen un resultado, marcaron un hito con respecto a las luchas sociales.en el país.",1,0
321,"El Instituto de Estudios para el Desarrollo y la Paz (Indepaz) denunció el asesinato de tres jóvenes en el Departamento de Cauca colombiano, una de las regiones con una gran población indígena en Colombia, dos de ellos identificados como miembros del popular Coordinador de Procesos y Comunidad (CPPC) y miembros activos del desempleo nacional contra el gobierno correcto de Ivan Duque.",3,-1
322,"Por medio de la cancelación 17 de 2021, el Ministerio de Educación ordena a los maestros y gerentes de los colegios oficiales a reponer las clases perdidas durante el desempleo nacional. Se solicita la reposición del tiempo para la participación total o parcial de los maestros y gerentes en el cese de las actividades duranteDesempleo nacional.",0,0
323,"A través de un video, cuál sería la capacitación de la llamada 'primera línea' a los menores en los deseos, en Medellín. A través de las cámaras de seguridad del sector, lo que sería la capacitación de al menos 20 niños con palos y escudos improvisados.sería conocido",3,1
324,"El ministro de la justicia colombiana, Wilson Ruiz Orejuela, ha defendido la acción policial el martes durante las protestas que han tenido lugar en el país desde el pasado.
Abril contra el gobierno del presidente, Ivan Duque, y ha descartado cualquier paralelo con Chile, especialmente antes de la posibilidad de reforma constitucional.",1,1
325,"El concejal de Bogotá Heidy Sánchez, recordado por replicar información falsa sobre el presunto uso de ambulancias para transportar el gas lacrimógeno al escuadrón anti-tisturbano móvil, el ESMAD en el portal de las Américas, en el marco de las manifestaciones de capital, fue investigado por el crimen.de instigación. Ahora, el mismo concejal salió ""regañado"" al presentar una tutela que buscaba prohibir el uso del dispositivo de veneno por parte de la ESMAD en Bogotá.",2,0
326,"El presidente Ivan Duque dijo que no puede tener conversaciones con personas que ""ocultan su identidad"" y destacaron que, por el contrario, existen los espacios de diálogo para exponer sus ideas con ""todas las garantías democráticas"".",2,1
327,"Los congresistas de la oposición que fueron denunciados supuestamente apoyando a los jóvenes del desempleo nacional solicitó la protección internacional al Comité de Parlamentarios de los Derechos Humanos, de la Unión Interparlamentaria, porque creen que no tienen garantías de neutralidad de las agencias que los investigan a los astentes abogados.General.",3,-1
328,"Una reforma fiscal de Duke generó la serie de protestas en Colombia en Colombia, que, aunque fue retirada, continuó durante semanas por otras demandas sociales, con alrededor de 74 fallecidas de acuerdo con las organizaciones de derechos humanos, al menos 20 de ellos por los disparos de la policía, WHILETHAT la fiscalíadel país indica que eran 20 a los muertos en estas movilizaciones.",3,-1
329,"El presidente Iván Duque señaló que, aunque se deben garantizar los derechos de los ciudadanos, como la protesta pacífica, un Estado no debe tolerar el ""vandalismo, el terrorismo urbano de baja intensidad, que amenaza el orden constitucional"".",3,1
