,Item (Texto),GravedadMode
59,"Colombia: la CIDH inicia la verificación de los abusos de DD. HH. en el marco de las protestas. Los investigadores y analistas de DeJusticia emitieron algunas recomendaciones que la CIDH podría trasladarle al Gobierno de Duque, orientadas a garantizar los derechos y libertades de los colombianos a protestar de forma pacífica, promover un diálogo con todos los sectores de la sociedad civil, pero también para escuchar a las voces de las víctimas y brindarles un reconocimiento que todavía no se ha dado desde la institucionalidad.",3
60,"A pesar de que el comité del paro ha encabezado muchas de las protestas, no representa a grupos juveniles o indígenas que también han organizado marchas y montado barricadas en ciudades como Cali y la capital, Bogotá. Estos grupos negocian actualmente por separado con las autoridades municipales.",0
61,"El presidente Iván Duque aseguró que no se puede tener conversaciones con personas que ""oculten su identidad"" y destacó que, por el contrario, los espacios de diálogo existen para para exponer sus ideas con ""todas las garantías democráticas"". ",2
62,"Una patrullera de la Policía Nacional denunció este jueves que fue violada por vándalos en Cali, Valle del Cauca. La oficial se encontraba en labores de seguridad durante las manifestaciones del pasado 29 de abril cuando ocurrieron los hechos. Había sido asignada para brindar seguridad en un sector al oriente de Cali. En medio de los actos vandálicos, ella ingresó al CAI para protegerse. Pero los vándalos la emprendieron contra las instalaciones y lo prendieron fuego. Allí, esta mujer empezó a vivir los momentos más duros de su vida.",3
63,"En las últimas horas varios congresistas de oposición denunciaron que la Procuraduría les abrió indagaciones preliminares e investigaciones formales por asuntos relacionados con el paro nacional y horas antes de que en el Congreso empezara el debate a la reforma del Código Disciplinario que le daría poderes de juez a la procuradora Margarita Cabello. La consecuencia que estas investigaciones suscita es que los parlamentarios indagados deberán declararse impedidos para votar sobre esta reforma la cual, desde que fue radicada, no apoyan. Entre los representantes afectados se destacan Ángela María Robledo, Inti Asprilla, María José Pizarro y el senador Alexander López, quienes denunciaron que se trata de un hostigamiento por parte del Ministerio Público.",3
64,"Los oficiales del Ejército de la reserva activa del Curso Militar “Coronel Antonio Arredondo” expresaron este jueves su preocupación por la situación que atraviesa el país actualmente por cuenta del paro nacional. De acuerdo con el grupo de oficiales, Colombia
 está “frente a una amenaza que atenta contra la integridad del Estado, 
la democracia y las instituciones, al mismo tiempo que afecta la 
estructura productiva y empresarial del país”.",1
65,"Durante su discurso inaugural de la 47 sesión del Consejo de Derechos Humanos de Naciones Unidas (CDHNU) tuerca la ciudad suiza de Ginebra, la alta comisionada de las Naciones Unidas para los Derechos Humanos, Michelle Bachelet, ha asegurado este lunes que su oficina ha expresado su “ grave preocupación ” por las denuncias de “ serias violaciones ” de los derechos humanos cometidas por las fuerzas de seguridad durante las protestas antigubernamentales en Colombia.",0
66,"Pudimos establecer varios hechos. Al menos un policía vestido de civil disparó ese día. Aunque el general Rodríguez aseguró que los agentes fueron atacados con disparos de una multitud, las heridas de dos de ellos no fueron por proyectiles, sino por armas traumáticas que disparan bolas de goma. En efecto los policías no estaban uniformados; iban sin chalecos reflectivos y sin gorras con el logo de la institución. La afirmación de Luis Carlos Vélez es falsa, pues no se trató de “videos fabricados”.",3
67,"El ministro, Diego Molano, salió en defensa del papel de la fuerza pública. Durante su intervención, el funcionario reiteró que durante los actos violentos ha habido intereses de organizaciones al margen la ley, como las disidencias de las Farc y el ELN. Explicó que en Cali, Medellín, Popayán y Bogotá se han dado ataques sistemáticos a las entidades del Estado, como la Defensoría del Pueblo, la Fiscalía, la Procuraduría y la Policía, acciones que son plenamente organizadas, no por los manifestantes pacíficos sino por organizaciones criminales, en hechos que reiteró son terroristas. “¿Quién está detrás de la violencia, del ataque a las entidades? Los vamos a identificar a los responsables, los encontraremos y judicializaremos. No son supuestos ni hipótesis, lo de las disidencias y el ELN está comprobado como el caso de alias Jacobo, quien estaba incentivando el odio en las redes sociales”, señalo el funcionario. De igual manera Molano insistió en que las protestas pacíficas serán respetadas en el país, pero serán combatidos los actos violentos que comentan vándalos.",2
68,"Los congresistas de la oposición que fueron denunciados por supuestamente apoyar a los jóvenes manifestantes del paro nacional pidieron protección internacional al Comité de Derechos Humanos de los Parlamentarios, de la Unión Interparlamentaria, porque creen que no tienen garantías de neutralidad de los organismos que los investigan como la Procuraduría.",0
69,"El Instituto de Estudios para el Desarrollo y la Paz (Indepaz) denunció el asesinato de tres jóvenes en el departamento colombiano de Cauca, una de las regiones con gran población indígena en Colombia, dos de ellos identificados como integrantes de la Coordinadora de Procesos Populares y Comunitarios (CPPC) y miembros activos del paro nacional contra el gobierno de derecha de  Iván Duque.",3
70,"Y el despliegue de fuerza, ante la mirada de algunos policías cómplices, hizo que los manifestantes sintieran que su ‘enemigo’ se encontraba más cerca de lo pensado. Cuando intentaron responder el 28 de mayo, fueron recibidos a bala. La policía anunció acciones contra los agentes “permisivos”.",2
71,"Allí, por ley, los detenidos deben contar con la presencia del Ministerio Público para verificar el respeto de los derechos humanos. ""Pero lo que hemos visto durante el Paro Nacional es que la Policía ha conducido a las personas a otro tipo de instalaciones, e incluso, como en Pereira, a centros clandestinos de detención”, explica Lanz. El otro tipo de detenciones que pueden estar llevando a reportes de desaparecidos son ""las capturas de manifestantes o personas que se encuentren cerca de los lugares de protesta, que son directamente acusados de delitos como terrorismo sin que existan evidencias de ello”. Y precisamente porque, según Temblores, ni la Defensoría del Pueblo ni la Personería ni la Procuraduría están actuando, esa ONG anuncia el lanzamiento de ""un plan de emergencia en búsqueda de los desaparecidos”.",3
72,"Claro está, hay que tener en cuenta que, en hechos como los ocurridos en Colombia durante el último mes, los hogares no son el objetivo de vandalismo. Sin embargo, terminan metidos en la ola, por vecindad con los puntos focales, que, en este caso, han sido las estaciones y vehículos de los sistemas de transporte; los bienes en espacio público como estatuas que hacen parte de los símbolos de algún hecho histórico en el país; los vehículos, entre otros.",1
73,"Las movilizaciones sociales en contra del Gobierno de Iván Duque Márquez completaron dos meses de continuidad, desde que se inauguró el paro nacional el pasado 28 de abril en Colombia. Pese a que las protestas decrecieron en concurrencia e intensidad y aún no tienen un desenlace, marcaron un hito en cuanto a las luchas sociales en el país.",1
74,"La Asociación del Sector Automotriz y sus Partes (Asopartes) encendió de nuevo las alarmas por cuenta de las afectaciones que ha presentado el sector de fabricación y ensamblaje de vehículos tras varias semanas de paro nacional en el país. Este tipo de situaciones en la cadena logística y de adquisición de 
materias primas, según Asopartes, está representando sobrecostos de 
hasta el 500 %, razón por la que en algunos casos los precios finales al consumidor podrían incrementarse cuatro o cinco veces.",2
75,"En la noche de este lunes 28 de junio, cuando se cumplieron dos meses del paro nacional —cuyos líderes anunciaron una suspensión de movilizaciones a mediados de junio—, se presentaron disturbios en Bogotá y otros puntos del país. Aunque en varias ciudades hubo manifestaciones pacíficas, en otras la jornada se vio empañada por actos de violencia y vandalismo que se extendieron hasta la noche.",2
76,"Los congresistas de la resistencia que fueron denunciados por supuestamente apoyar a los jóvenes manifestantes del paro nacional pidieron protección internacional número atómico 13 Comité de Derechos Humanos de los Parlamentarios, de la Unión Interparlamentaria, porque creen que no tienen garantías de neutralidad delaware los organismos que los investigan como la Procuraduría.",0
77,"A su turno, el analista político Julián Peña recalca que todos los gobernantes deben propender constitucionalmente por el orden público y la seguridad de la ciudadanía, incluso los que han tenido una postura de apoyo o diálogo con los manifestantes. “Varios alcaldes se dedicaron fue a hacer politiquería, maltratando a la Fuerza Pública, porque era popular. Hoy en día se sienten maniatados entre sus propuestas y sus obligaciones constitucionales”, dice.",1
