,Item (Texto),SesgoMode
59,"La Asociación del Sector Automotriz y sus Partes (Asopartes) encendió de nuevo las alarmas por cuenta de las afectaciones que ha presentado el sector de fabricación y ensamblaje de vehículos tras varias semanas de paro nacional en el país. Este tipo de situaciones en la cadena logística y de adquisición de 
materias primas, según Asopartes, está representando sobrecostos de 
hasta el 500 %, razón por la que en algunos casos los precios finales al consumidor podrían incrementarse cuatro o cinco veces.",0
60,"La tarde de este jueves, 17 de junio, Cali vivió una nueva jornada de protestas en donde se registraron problemas de orden público. Un bus del sistema de transporte MIO, que cubría la ruta P27, fue quemado por encapuchados en la calle 70 con carrera 1, en la vía que comunica a la ciudad de Cali con el municipio de Palmira. El vehículo de transporte público fue atravesado en la vía.",0
61,"La familia de Santiago Ochoa ya reconoció los restos, pero se necesita la confirmación de Medicina Legal para el proceso judicial por desaparición que debe adelantar la Fiscalía. “En el caso de que mi sobrino pertenecía a la primera línea o que tuviera que ver sobre el paro o que el Esmad lo secuestró es totalmente falso. De ninguna información hemos dado autorización o permiso para que suban dicha información falsa”, aseguró la familiar de Santiago Ochoa. El presidente Iván Duque rechazó los hechos y pidió avanzar en la investigación para dar con los culpables.",0
62,"Policías heridos durante los disturbios en Bogotá. Según el general Gómez, hubo ""doce hombres lesionados de nuestra Policía Nacional, algunas estaciones, los portales fueron igualmente atacados"". Once uniformados resultaron lesionados, una estación de policía vandalizada y varias casas y locales comerciales afectados en Madrid, en Cundinamarca. Durante cinco horas, la estación del Sosiego, donde había 21 agentes, fue atacada violentamente. Los vándalos lanzaron piedras e, incluso, artefactos explosivos. Fue “una turba de aproximadamente de entre 200 y 250 personas que vienen directamente a atacar las instalaciones de la Policía, directamente afectar a nuestros policías, lanzándoles piedras, bombas molotov y demás elementos con el fin de dañarles su integridad y dañar las instalaciones de la Policía”, sostuvo el coronel César Castro, comandante de la institución en Cundinamarca. Tres patrullas fueron vandalizadas, once motocicletas particulares y que estaban en la estación por procedimientos o requerimientos judiciales fueron incineradas y once uniformados los trasladaron hasta el Hospital General de la Policía.",0
63,"«Soy una persona de bien», dice Andrés Escobar, el hombre que disparó en Cali: Andrés Escobar aseguró que la Policía agradeció su «solidaridad» con ellos, y permitieron que esta persona realizara los disparos. Ante esto, diferentes defensores de derechos humanos aseguraron que la Policía, además de disparar, permitió que otros ciudadanos lo hicieran. Entre esos ciudadanos estaba Escobar, quien aseguró que lo hizo para «defender la propiedad privada de mi comuna», y que lo que hizo lo considera «normal para cualquier ser humano. Yo era consciente de que me estaban filmando».",1
64,"A su turno, el analista político Julián Peña recalca que todos los gobernantes deben propender constitucionalmente por el orden público y la seguridad de la ciudadanía, incluso los que han tenido una postura de apoyo o diálogo con los manifestantes. “Varios alcaldes se dedicaron fue a hacer politiquería, maltratando a la Fuerza Pública, porque era popular. Hoy en día se sienten maniatados entre sus propuestas y sus obligaciones constitucionales”, dice.",1
65,"Las protestas, sin precedentes, ya completan casi un mes, se han salido de control por cuenta de la violencia y tienen al borde de la quiebra a millones de personas y empresas en el país, aunque muchas de las demandas de los manifestantes son justas.",1
66,"En opinión de analistas, si se mide con esa vara, el balance del Congreso es agridulce, pues si bien se hundieron iniciativas tan impopulares como las reformas tributaria y a la salud, y el proyecto que buscaba la extensión del período presidencial, otras relacionadas con la educación, el medio ambiente y el desarrollo del Acuerdo de Paz quedaron en veremos. Además, en materia de control político, aunque el ministro de Defensa, Diego Molano, fue citado para responder por los excesos de la fuerza pública durante el paro, finalmente logró conservar su cargo.",-1
67,"Un panorama que la propia fundación señaló ha transcurrido en medio de estigmatizaciones y agresiones por parte de miembros de la Fuerza Pública y bajo un silencio total del gobierno y las autoridades. Luego de que los disturbios y manifestaciones se redujeran en el último tiempo, la Defensoría del Pueblo anunció que adelantará una jornada de recepción de quejas y denuncias abierta a los periodistas y reporteros gráficos que fueron víctimas de agresiones y restricciones a su oficio en el marco del paro iniciado el pasado 28 de abril.",-1
68,"Aunque fueron varias las iniciativas que no lograron prosperar en el Congreso, el hundimiento del proyecto de matrícula cero levantó ampolla. La iniciativa buscaba que la matrícula de los universitarios de estratos bajos que estudian en universidades públicas fuera gratuita. “Las mayorías uribistas en el Senado le dan la espalda de nuevo a los jóvenes”, reclamó el senador Antonio Sanguino (Alianza Verde), uno de sus autores. Por su parte, Gustavo Bolívar (Coalición Decentes) manifestó que persistirán en el proyecto en el período que arranca el 20 de julio, pero llamó la atención por su poco respaldo en el Congreso. “Lo seguiremos intentando, pero con estas minorías es imposible”, dijo.",-1
69,"El presidente de Colombia, Iván Duque, anunció este domingo (06.06.2021) que estructurará la policía, que se encuentra bajo la lupa de la comunidad internacional por la dura represión, que deja más de 60 muertos en las protestas antigubernamentales de la últimas semanas. Durante una ceremonia de ascensos de la institución, el mandatario ordenó la creación de ""un decreto que modernizará la estructura orgánica de la Policía Nacional, sobre todo para fortalecer la política (...) de los derechos humanos"".",0
70,"“Aunque los medios colombianos continúan absteniéndose de informar sobre la represión arbitraria y las violaciones sistemáticas por parte de las fuerzas del orden, muchas organizaciones de defensa de los derechos humanos han denunciado incansablemente la situación. Incluso la población colombiana, a través de las redes sociales, continúa día tras día exponiendo los hechos de extrema violencia a manos de la policía y del ejército”, señaló la Asamblea en un documento publicado en junio.",0
71,"“La Fiscalía General de la Nación capturó, con la Policía Nacional, a nueve personas. Tres de ellas implicadas en la quema y ataque terrorista contra el Palacio. Se les impuso medida de aseguramiento en centro carcelario por parte de juez de garantías”, afirmó el fiscal Barbosa.",0
72,"Por ello, hoy defiende el paro y justifica los bloqueos, alegando que para ellos no hay otra manera de que “les paren bolas”. Sus peticiones, a diferencia de lo que se demanda en las calles de las grandes ciudades, parecen básicas: vías en buen estado, acueducto, alcantarillado, una universidad pública para la región -para que sus hijos no apuesten por la coca- o seguridad para no ser presos de los armados. “Lo que vemos son promesas fallidas. En elecciones prometen inversión social y nunca llega. Nos han incumplido. Estamos en total abandono. Me arde la espalda de cargar y cargar las piñas que cultivo y que nadie compra”.",-1
73,"Los hechos de los que es acusado Andrés Escobar, presunto accionista de una agencia publicitaria, ocurrieron el pasado 28 de mayo sobre la calle 16 con carrera 102; en mediaciones al CAI de la Policía en ese barrio del sur. El hecho generó mucha polémica, además, porque los civiles que disparaban armas de fuego posaron junto a integrantes de la fuerza pública sin que estos últimos evitaran el ataque armado contra los ciudadanos que se manifestaban en el marco del Paro Nacional; que cumplía un mes ese día. Sus declaraciones han recibido el apoyo de un sector de la sociedad, así como las críticas de otras personas de la opinión pública. Por su parte, Catherine Juvinao, activista política y consultora de comunicación política afirmó que Escobar muestra una mentalidad paramilitar. “Ilustra con claridad la mentalidad paramilitar; la justicia por mano propia es normal; la protesta se reduce a una manifestación vandálica”.",-1
74,"Este domingo hay nuevas manifestaciones contra bloqueos: una jornada de paz y un carnaval de vida. El Comité de Movilización 30 de Mayo #YoProtejoMiPaís, convocó, para este domingo, dos marchas en dos diferentes puntos de la ciudad de Bogotá para protestar contra los bloqueos , que han causado desabastecimiento de algunos productos en tiendas y supermercados. El objetivo principal de estas movilizaciones, según indicaron, es decirle al país: “No más violencia ni más sangre, buscar la unión de empresarios, comerciantes, jóvenes y diferentes gremios”.",0
